2008-01-01	2275
2008-01-02	2831
2008-01-03	4615
2008-01-04	4084
2008-01-05	3258
2008-01-06	3532
2008-01-07	2757
2008-01-08	4708
2008-01-09	2044
2008-01-10	3512
2008-01-11	3473
2008-01-12	3814
2008-01-13	2034
2008-01-14	1788
2008-01-15	4084
2008-01-16	2604
2008-01-17	3437
2008-01-18	3846
2008-01-19	2051
2008-01-20	1600
2008-01-21	1963
2008-01-22	4055
2008-01-23	3842
2008-01-24	1422
2008-01-25	2982
2008-01-26	3468
2008-01-27	2106
2008-01-28	3599
2008-01-29	2200
2008-01-30	3499
2008-01-31	3950
2008-02-01	3063
2008-02-02	2020
2008-02-03	3885
2008-02-04	5134
2008-02-05	3156
2008-02-06	2385
2008-02-07	3298
2008-02-08	4144
2008-02-09	2726
2008-02-10	3234
2008-02-11	3160
2008-02-12	3161
2008-02-13	3787
2008-02-14	3855
2008-02-15	1905
2008-02-16	3263
2008-02-17	4039
2008-02-18	2788
2008-02-19	1817
2008-02-20	4516
2008-02-21	2631
2008-02-22	3256
2008-02-23	3921
2008-02-24	3784
2008-02-25	2367
2008-02-26	2179
2008-02-27	4459
2008-02-28	3324
2008-02-29	3473
2008-03-01	1704
2008-03-02	2192
2008-03-03	2072
2008-03-04	2596
2008-03-05	3530
2008-03-06	3216
2008-03-07	2911
2008-03-08	2307
2008-03-09	2363
2008-03-10	3432
2008-03-11	3284
2008-03-12	2402
2008-03-13	4850
2008-03-14	2733
2008-03-15	2105
2008-03-16	3186
2008-03-17	3225
2008-03-18	5318
2008-03-19	3716
2008-03-20	3948
2008-03-21	3883
2008-03-22	5544
2008-03-23	3656
2008-03-24	3510
2008-03-25	4042
2008-03-26	3832
2008-03-27	4069
2008-03-28	4194
2008-03-29	5308
2008-03-30	4318
2008-03-31	5993
2008-04-01	6300
2008-04-02	7789
2008-04-03	7631
2008-04-04	9081
2008-04-05	8938
2008-04-06	10550
2008-04-07	12184
2008-04-08	13390
2008-04-09	14196
2008-04-10	14830
2008-04-11	16437
2008-04-12	17871
2008-04-13	20057
2008-04-14	21238
2008-04-15	23911
2008-04-16	25239
2008-04-17	26830
2008-04-18	27277
2008-04-19	26786
2008-04-20	29132
2008-04-21	28710
2008-04-22	30263
2008-04-23	30420
2008-04-24	30396
2008-04-25	29098
2008-04-26	31026
2008-04-27	29937
2008-04-28	28518
2008-04-29	28152
2008-04-30	26744
2008-05-01	27527
2008-05-02	25742
2008-05-03	23851
2008-05-04	21232
2008-05-05	21260
2008-05-06	19203
2008-05-07	17262
2008-05-08	16255
2008-05-09	16295
2008-05-10	13666
2008-05-11	13298
2008-05-12	11610
2008-05-13	10287
2008-05-14	9873
2008-05-15	7611
2008-05-16	8243
2008-05-17	7156
2008-05-18	6461
2008-05-19	6376
2008-05-20	4883
2008-05-21	5076
2008-05-22	4742
2008-05-23	4063
2008-05-24	3645
2008-05-25	4139
2008-05-26	3821
2008-05-27	2293
2008-05-28	4356
2008-05-29	2975
2008-05-30	2484
2008-05-31	3518
2008-06-01	1849
2008-06-02	2424
2008-06-03	2862
2008-06-04	3111
2008-06-05	2633
2008-06-06	3117
2008-06-07	3596
2008-06-08	3165
2008-06-09	2018
2008-06-10	3055
2008-06-11	3195
2008-06-12	3518
2008-06-13	2292
2008-06-14	3760
2008-06-15	3887
2008-06-16	3629
2008-06-17	3699
2008-06-18	2167
2008-06-19	4199
2008-06-20	2998
2008-06-21	3406
2008-06-22	2327
2008-06-23	1666
2008-06-24	1757
2008-06-25	2109
2008-06-26	2146
2008-06-27	2956
2008-06-28	2694
2008-06-29	2581
2008-06-30	2812
2008-07-01	2022
2008-07-02	3115
2008-07-03	2003
2008-07-04	2772
2008-07-05	3900
2008-07-06	3165
2008-07-07	2857
2008-07-08	3960
2008-07-09	3338
2008-07-10	2183
2008-07-11	2375
2008-07-12	3214
2008-07-13	2312
2008-07-14	3045
2008-07-15	3325
2008-07-16	2352
2008-07-17	2177
2008-07-18	3473
2008-07-19	2626
2008-07-20	3427
2008-07-21	3037
2008-07-22	2765
2008-07-23	3553
2008-07-24	3896
2008-07-25	5346
2008-07-26	7038
2008-07-27	9717
2008-07-28	14676
2008-07-29	18791
2008-07-30	19796
2008-07-31	20341
2008-08-01	17345
2008-08-02	15034
2008-08-03	10401
2008-08-04	6407
2008-08-05	4665
2008-08-06	4499
2008-08-07	3230
2008-08-08	2617
2008-08-09	3308
2008-08-10	3662
2008-08-11	4424
2008-08-12	3663
2008-08-13	3649
2008-08-14	3194
2008-08-15	3665
2008-08-16	3026
2008-08-17	3911
2008-08-18	3054
2008-08-19	3773
2008-08-20	2308
2008-08-21	3268
2008-08-22	4390
2008-08-23	3351
2008-08-24	2652
2008-08-25	3422
2008-08-26	3226
2008-08-27	3674
2008-08-28	1726
2008-08-29	2327
2008-08-30	3059
2008-08-31	2817
2008-09-01	2784
2008-09-02	3557
2008-09-03	2714
2008-09-04	3053
2008-09-05	2360
2008-09-06	2416
2008-09-07	3157
2008-09-08	3040
2008-09-09	3579
2008-09-10	4584
2008-09-11	4167
2008-09-12	2870
2008-09-13	3641
2008-09-14	4151
2008-09-15	5997
2008-09-16	5397
2008-09-17	9242
2008-09-18	14544
2008-09-19	20777
2008-09-20	26979
2008-09-21	30900
2008-09-22	30619
2008-09-23	26700
2008-09-24	20415
2008-09-25	14816
2008-09-26	8631
2008-09-27	6098
2008-09-28	5117
2008-09-29	5295
2008-09-30	4742
2008-10-01	3950
2008-10-02	3555
2008-10-03	4471
2008-10-04	4457
2008-10-05	3654
2008-10-06	4826
2008-10-07	4674
2008-10-08	5288
2008-10-09	4131
2008-10-10	4127
2008-10-11	4541
2008-10-12	5348
2008-10-13	4037
2008-10-14	5168
2008-10-15	6442
2008-10-16	6726
2008-10-17	5742
2008-10-18	5839
2008-10-19	5593
2008-10-20	4570
2008-10-21	6733
2008-10-22	6834
2008-10-23	6874
2008-10-24	6512
2008-10-25	6077
2008-10-26	7003
2008-10-27	7172
2008-10-28	6769
2008-10-29	6222
2008-10-30	6345
2008-10-31	7049
2008-11-01	6649
2008-11-02	6635
2008-11-03	5454
2008-11-04	6118
2008-11-05	6644
2008-11-06	7736
2008-11-07	7878
2008-11-08	6982
2008-11-09	8024
2008-11-10	7672
2008-11-11	7295
2008-11-12	8983
2008-11-13	8871
2008-11-14	8472
2008-11-15	9380
2008-11-16	7281
2008-11-17	7932
2008-11-18	7610
2008-11-19	7572
2008-11-20	8349
2008-11-21	6946
2008-11-22	7001
2008-11-23	6227
2008-11-24	7519
2008-11-25	6972
2008-11-26	5653
2008-11-27	7885
2008-11-28	8358
2008-11-29	6929
2008-11-30	7413
2008-12-01	7155
2008-12-02	6361
2008-12-03	6259
2008-12-04	6630
2008-12-05	7245
2008-12-06	7067
2008-12-07	6099
2008-12-08	5855
2008-12-09	6690
2008-12-10	6131
2008-12-11	7407
2008-12-12	5502
2008-12-13	6223
2008-12-14	6034
2008-12-15	5006
2008-12-16	5512
2008-12-17	4669
2008-12-18	5071
2008-12-19	5094
2008-12-20	5882
2008-12-21	4519
2008-12-22	4112
2008-12-23	4307
2008-12-24	3984
2008-12-25	4361
2008-12-26	5689
2008-12-27	4920
2008-12-28	5158
2008-12-29	4195
2008-12-30	3935
2008-12-31	5000
2009-01-01	4337
2009-01-02	4544
2009-01-03	4082
2009-01-04	3858
2009-01-05	3348
2009-01-06	4121
2009-01-07	4570
2009-01-08	4779
2009-01-09	3121
2009-01-10	4291
2009-01-11	3541
2009-01-12	3577
2009-01-13	3904
2009-01-14	3720
2009-01-15	3973
2009-01-16	4013
2009-01-17	4167
2009-01-18	3077
2009-01-19	3774
2009-01-20	3045
2009-01-21	2107
2009-01-22	2802
2009-01-23	3806
2009-01-24	3707
2009-01-25	2791
2009-01-26	2396
2009-01-27	3617
2009-01-28	3188
2009-01-29	3769
2009-01-30	2373
2009-01-31	3427
2009-02-01	3523
2009-02-02	1913
2009-02-03	3398
2009-02-04	2388
2009-02-05	4318
2009-02-06	3330
2009-02-07	4074
2009-02-08	4219
2009-02-09	3296
2009-02-10	3234
2009-02-11	3932
2009-02-12	3724
2009-02-13	3640
2009-02-14	3265
2009-02-15	4065
2009-02-16	2117
2009-02-17	5021
2009-02-18	2418
2009-02-19	3519
2009-02-20	4203
2009-02-21	3512
2009-02-22	3892
2009-02-23	2810
2009-02-24	4333
2009-02-25	3706
2009-02-26	4048
2009-02-27	3916
2009-02-28	3130
2009-03-01	3951
2009-03-02	3492
2009-03-03	3362
2009-03-04	3696
2009-03-05	2882
2009-03-06	3229
2009-03-07	3060
2009-03-08	3351
2009-03-09	4312
2009-03-10	3650
2009-03-11	3422
2009-03-12	4751
2009-03-13	4480
2009-03-14	5311
2009-03-15	5711
2009-03-16	6109
2009-03-17	7895
2009-03-18	7250
2009-03-19	8015
2009-03-20	10277
2009-03-21	10178
2009-03-22	11852
2009-03-23	12591
2009-03-24	15973
2009-03-25	15945
2009-03-26	17252
2009-03-27	19280
2009-03-28	21192
2009-03-29	21862
2009-03-30	22732
2009-03-31	25541
2009-04-01	27288
2009-04-02	29244
2009-04-03	30545
2009-04-04	31889
2009-04-05	32857
2009-04-06	34068
2009-04-07	34173
2009-04-08	35532
2009-04-09	35501
2009-04-10	34673
2009-04-11	34613
2009-04-12	35093
2009-04-13	34211
2009-04-14	34299
2009-04-15	31797
2009-04-16	31352
2009-04-17	30008
2009-04-18	28493
2009-04-19	26201
2009-04-20	23851
2009-04-21	23814
2009-04-22	20493
2009-04-23	20137
2009-04-24	17812
2009-04-25	15804
2009-04-26	13762
2009-04-27	13318
2009-04-28	12602
2009-04-29	10530
2009-04-30	9038
2009-05-01	9493
2009-05-02	8516
2009-05-03	7700
2009-05-04	6272
2009-05-05	5776
2009-05-06	6292
2009-05-07	4342
2009-05-08	5201
2009-05-09	4530
2009-05-10	3635
2009-05-11	4015
2009-05-12	4084
2009-05-13	3126
2009-05-14	3784
2009-05-15	3777
2009-05-16	3475
2009-05-17	3736
2009-05-18	3201
2009-05-19	2937
2009-05-20	3918
2009-05-21	2743
2009-05-22	3140
2009-05-23	3211
2009-05-24	3968
2009-05-25	2780
2009-05-26	3169
2009-05-27	3051
2009-05-28	3614
2009-05-29	3415
2009-05-30	3868
2009-05-31	3541
2009-06-01	2542
2009-06-02	2643
2009-06-03	3857
2009-06-04	2818
2009-06-05	3098
2009-06-06	4014
2009-06-07	3134
2009-06-08	4582
2009-06-09	7644
2009-06-10	10982
2009-06-11	14162
2009-06-12	18471
2009-06-13	21678
2009-06-14	21732
2009-06-15	18900
2009-06-16	15404
2009-06-17	10761
2009-06-18	6931
2009-06-19	5084
2009-06-20	4665
2009-06-21	4441
2009-06-22	4017
2009-06-23	3927
2009-06-24	3807
2009-06-25	2887
2009-06-26	3297
2009-06-27	2915
2009-06-28	3235
2009-06-29	2114
2009-06-30	2772
2009-07-01	2711
2009-07-02	2174
2009-07-03	3577
2009-07-04	2184
2009-07-05	3946
2009-07-06	2938
2009-07-07	2067
2009-07-08	3414
2009-07-09	3724
2009-07-10	3452
2009-07-11	3663
2009-07-12	3939
2009-07-13	4517
2009-07-14	3195
2009-07-15	2857
2009-07-16	4374
2009-07-17	2747
2009-07-18	4302
2009-07-19	3921
2009-07-20	3435
2009-07-21	4037
2009-07-22	3367
2009-07-23	2530
2009-07-24	2347
2009-07-25	3443
2009-07-26	3533
2009-07-27	3535
2009-07-28	3322
2009-07-29	3484
2009-07-30	2984
2009-07-31	3131
2009-08-01	2976
2009-08-02	2379
2009-08-03	3417
2009-08-04	3709
2009-08-05	3840
2009-08-06	2810
2009-08-07	3895
2009-08-08	3891
2009-08-09	3387
2009-08-10	3174
2009-08-11	3309
2009-08-12	2106
2009-08-13	2400
2009-08-14	3404
2009-08-15	3480
2009-08-16	4074
2009-08-17	3642
2009-08-18	4398
2009-08-19	3024
2009-08-20	2249
